,interviewID,iterationID,interviewer,interviewee,reward,interviewFile
10,1,11,So what's the thing that's hardest or source of that frustratio n that you're feeling?,"I feel like I am really committed to supporting, and again, just be in this vessel of transformation for institutions. But I've always felt like I don't get the same respect in my own town or in my own institution. So I've ch osen to do most of my work outside. And I've just pretty much concluded whenever they're ready is when I'll jump in because they haven't really... I mean, they've paid lip service to the idea of diversity and inclusion. And they haven't treated their peopl e well, especially people of color and we keep losing them and losing them and losing them. So it's not a very inclusive space. But this year I took sabbatical last fall and I came back being more intentional and I said, ""You know what? I'm going to really  do my best to support them.""",,Warren-GEI.csv
11,1,12,"And so what's the, let's say worst thing about this sort of sense that you're getting, the institutions paying lip service to supporting people of color and to diversity and inclusion?","Yeah. The worst thing for me is that the value that I have, right? This deep value for really creating a world that people, despite their differences, can survive and th rive and can have access and be able to be a part of the American dream, that my institution is not... I'm part of an institution that works against that, right? And that I'm complicit by being part of this revolving door where we have African American graduation rate that's... Last statistic I heard is probably barely touching 30%. So we're not serving students well, we're not serving faculty well, we're not serving staff well, especially staff of color.",,Warren-GEI.csv
12,1,13,"Yeah. And what do you hate most about being, i n your words, almost complicit in this situation?","Yeah. I think at some point sometimes I feel a sense of like guilt, like, ""Oh, well, I'm doing all of this great work with these other institutions that they're thriving and I'm not doing the work h ere."" But I think what pains me about that is I feel like they have rejected in many regards, I guess, rejected my  but they've rejected my work because they don't seem to value it as much as these other institutions do. And it feels li ke, ""Do I want to stay and help to clean up this cesspool and really help them to get it? Put all my energies into that? Or do I need to just go ahead and just leave and do my own thing or be a part of an institution that already matches my value?"" And the n I think it comes back to me too, ""But if I leave, other people of color are going to come back into this and it's still going to be the same way for these people as well."" So anyway -",,Warren-GEI.csv
13,1,14,"What does it say about Warren as a leader and somebody who stands  for and deeply cares about diversity and inclusion? What does that say about Warren if he can't deliver in a way, for want of a better word, on that in his own institution?","Yeah. It's a great question. I think that what comes up for me right now i s this adage that I would hear at home a lot, which is the idea that charity begins at home, right? And that your place, your home base, should be where that stuff is exercised. And if I can't be a vessel of transformation in my own home then well, maybe I 'd be a fraud. It's tempting to say it's the home, right? Like, ""Oh, well, it's just the environment of the home that's just so toxic."" And then I go back to, I believe it's somewhere in the Bible that Jesus or someone said that it's hard to get respect in  your own town, right?   Yeah. But I think that given the emotional and the time investment that I placed into this institution, if I were truly committed then I should be able to help them to overcome these obstacles. If I had that transformative impact that I have with other ins titutions then I should be able to do it no matter where  7 or the state or the conditions, because I think about it from a developmental perspective. So I'm supposed to meet institutions and people where they are developmentally and I'm supposed to be able to help them to grow no matter where they are.",,Warren-GEI.csv
14,1,15,"Yeah. And so I stepped back a little bit. I heard you say, ""I should be able to do it."" And I was wondering when you think of the should, the words that are coming to me is like who's laying the should on  you? Is it internal or is it like an external thing?",Mm-hmm (affirmative). Yeah. I was thinking more in terms internally. So like -,,Warren-GEI.csv
15,1,16,Why?,"Yeah. So  if this is my magic, right? If this is my calling, if this is the juice that I bring to the world that I am this vessel of transformation then that should be able to apply in all contexts, especially the context where I spent so much time, right? So in a sense it makes me question my commitment, right? How committed am I to that work? How committed I am to it? Do I really want to put the time into it? I think part of it comes back to value, right? Like one of the things I struggled with earlier on is they would have me. Well, yeah. They would assign me to teach several different courses and be on several different committees. And being on all of these committees and all of these different courses I was teaching, it really was just burdensome, right?   There was not a lot of like financial rewards for doing it because I'm doing it in the name of the service. And when I calculated that, ""Well, I'm putting all this time on doing all this service and I don't see a lot of changes happening. Is this worth it?"" Wher eas I can work over here and this institution don't have to put in not even a tenth of the time and be reimbursed or compensated quite generously and see the changes occurring, see the differences making the students and faculty into the institutions.",,Warren-GEI.csv
16,1,17,I'm sort of hearing a little bit as though you're getting close to a line being crossed for something where you're needing to make a stand and I was wondering what might that be? What's the line that's possibly being crossed for you Warren?,"I think I want to be valued and I want my work to be valued. I see the value in my work and I see how others external to the institution are valuing it and if I don't sense that it's valued, then I think it dampens my commitment and I shift my commitment to pla ces where the value is.",,Warren-GEI.csv
17,1,18,Yeah. And what's the best thing about the spaces where your work is valued? What's the best thing about that for you?,"I think the best thing about it is I feel like I'm making a difference. I feel like I'm having an impact. I feel like the fruits of my labor are being materialized. I feel like transformation is being actualized. I feel like it provides evidence for me that I'm a vessel of transformation. And I don't know what I do in some regards, especially with re gards to my students, I see the transformation that I get feedback from them a lot. But even if I don't get the feedback, I just know, right?   Like from the experiences, from the seeds that I'm planting, I know that I'm being a vessel of transformation. So metimes the feedback comes a year or two later. I was awarded the teacher of the year. So in some regards, institutionally there was some evidence that at least from a teaching perspective that, that work is being done. And I'm sought out a lot now. I thin k now that I'm becoming more available to really create some stuff. So I hope that this historical moment that there's so much stuff going on, that this provides an opportunity for them to wake up, so that we can [crosstalk 00:37:12]",,Warren-GEI.csv
18,1,19,"Just taking you back, sorry for interrupting, just taking you back to that thing is, getting evidence for the value you bring. And you're getting some of that with your students and it seems like you're not sensing that from the institution in terms of what's not happenin g there. And so how do you know that you're bringing value?",To the institution?,,Warren-GEI.csv
19,1,20,"Just in the work that you do, and you had a little bit in there, some spaces where you do feel it, just easily without getting it from others or are there other w ays or how do you know that you're bringing value?","Yeah, so it comes two ways. I think I can feel the value that I am expressing and that I'm bringing through the flow of content, the ideas that I'm generating, the insights that I'm providing. But that becomes validated also from comments that I get from o ther people. I think certainly the teacher of the year was an external validation, right? That's the highest teaching award on a university's campus. And I think I'm always looking for something new, some new insights, some new way of thinking about or som e way of organizing as a way of bringing value to my clients and to my students. I want them to get it. And so when I'm able to generate this new stuff, stuff that I'm working on, I have like a thousand different projects that I'm working right now, they'r e like ""Uh, this'll be good.""   That will really help them to be able to see and to experience this transformation for themselves. And so that gives me juice and that's evidence for me, right? The more I'm able to kind of come up with stuff, right? Really c ool interesting stuff to try out. And other ways, of course, will be invitations like out of the blue from certain people or certain companies or certain reach outs will be a way that, ""Oh, well, I'm sought out this way because of the value that I bring to  them as well.""",,Warren-GEI.csv
20,1,21,"So, I'm hearing a little bit, you get sort of a sense of it in your body almost when you're getting that, having experience with your students and there's something new that's going to actually support them to get involved in course. And there's also like validation through the external, the awards and things like that, what do you think really is most important to you?","I love coming up with new stuff. Not all the ideas are going to work. Like half of them or more never come up  with anything, right? Almost anything. But it gives me juice. Sometimes I'm like, I mean, I have the shakes, right? I can definitely feel it in my body and I'm like, ""Oh my gosh. I want to be able to wake my wife up in the middle of the night. I can't wai t for her to wake up or I can't wait for her to get off the phone because I want to share this stuff."" Right? This... Wow. What do you think about this? What do you think about this idea? And again, this is because I think the impact that these ideas can h ave on people is what drives me. So I think that's probably most importantly, how do I be the best vessel that I can be for others? What new ideas can I generate so I can catalyze transformation for other people?",,Warren-GEI.csv
21,1,22,"And can you see that ever sort of cha nging like this drive and this energy that you've got for being the best you can be to deliver on this deep purpose that you have, can you see a situation where that might change, that might not be true for you?","Mm-hmm (affirmative). I think in som e regards I'm equating it to somehow when I used to run track, right? I used to run from me because I really knew that I was supposed to be Barbados first Olympian, right? But in many regards also it was for me pleasing my spectators, right? Making my spec tators happy, right? And so when I became injured then it was like, ""Uh -uh (negative)"", right? Important sense of who I am was not necessarily there, right? Because part of me... We are interconnected, right? So I am connected to my spectators. I'm connect ed to the audience. And so if I were to not be able to do this, part of that would be, well, these ways of seeing and being in the world that others got to experience as a result of me would be gone and that would be a loss for the world, right?   It woul d be a loss for me as well, but I am sure that as long as I have breath I would still be thinking about what can I do? What can I generate? Even if I could not physically deliver it, I would still be thinking about who can I train? What can I do? What can I share? What can I write so that I can be that vessel?",,Warren-GEI.csv
22,1,23,Thank you. Do you have another story? We've got a few more minutes. If you have the energy for that.,"Yeah, absolutely. I wonder if this is helpful. This is also related.   So I learned to day that one of the department, that's like a sister department for us, they have a vacancy. A person who I highly respect is actually stepping down. She's going to be part of the institution, but not going to be in the leadership role. And I learned that one of the faculty members,  10 one of the people who's applied for the position, one of the finalists, is my very first enemy. And you asked me to think about hate. She would probably be the only person that I would even remotely close to using the word hate with.",,Warren-GEI.csv
23,1,24,I don't think I used hate but that's what's up for you. That's fine. Go with it.,"Wow. To the extent that I honestly told my wife tonight that if she is hired, I will be submitting my resignation right away. It would be really hard working with her. I know I'm not the only person who feels this way because there are some other people who communicated to my Dean and other folks. And I think there's a lot of stuff there that I struggle with.",,Warren-GEI.csv
24,1,25,Yeah. So what would be the hardest thi ng about working with her? What would be the most hard thing?,"Gosh, she is disingenuous. She's all about self aggrandizement. She doesn't have a, I don't know, a sense of loyalty. She's not very collaborative. All things that I obviously value, rig ht? The flip side of those, things that I highly value. But it stem from... I took groups to overseas. So I took a group of students to Barbados and I asked her to accompany me to be my co -leader because there were primarily females and we need to have a c o-leader anyway. She was new to the university and they felt like, ""Oh, we're going to see in unit, going to be good friends together."" When we got there I took, my wife who was at the time my fiance with me, but we still maintained boundaries at that time  because we were engaged and we were practicing celibacy. I asked the co -leader if she would be okay with my fiance staying in a room with her and I would just stay by myself.   Nonetheless while we were there, a lot of stuff came up around the trip. We were supposed to be equally partners in this trip. And one of the things that came up was the university's credit card declined like more than once after hours, like with some real ly critical events. I didn't want the students to know what was going on. And so I pretty much had to deplete all of my cash reserves in order to even get students spent. And there was one situation that came up where the card declined again and I asked he r to just kind of keep the students so that I can kind of like figure out... First of all I asked her if she had any cash that she would be willing to share and she said, ""No."" Right? And I'm calling back to university, this is the weekend, nothing can hap pen basically. So I had to go and try to figure out how I was going to get some funds from my family so I can feed the students. And I didn't want the students to know.",,Warren-GEI.csv
25,1,26,Yeah. That sounds like such a hard situation. So fast forwarding to now and this person's coming to work with you -,Yes. So basically -,,Warren-GEI.csv
26,1,27,11 So what is the thing that's really making this so hard for you?,"Yeah. I felt betrayed by her in that situation as well as many other subsequent situations. Because rather than kind of shield me or be a partner with me on this, she basically created this narrative so that she could look good in the eyes of students and that I could look like a villain. So she told my boss for example, that I left her with the students without anything  to eat while I just went off gallivanting with my fiance.",,Warren-GEI.csv
27,1,28,"So what was most at risk for you then? And like, I think we need to bring it back to now. What do you feel now? What's most at risk for you here?","Yeah. I feel like working with her wi ll resurface, it's already resurfacing, right? Some of those emotions. I feel like it could be... I don't know if I can work beside her. I'm already concerned that the institution is not necessarily the most collaborative space and that it doesn't create a  culture that is healthy for people, especially people of color and to bring her in I feel like it will be evidence that, ""Look, here we go again."" Right? Bringing in someone else is going to leave this institution or at least this unit, down a road that's  going to be just as unhealthy for people of color.",,Warren-GEI.csv
28,1,29,"And so this is a hypothetical kind of question, like can you see an upside to this situation with her right now?",The only upside that I can see is that the other two candidates are pretty pl ausible. And that there will be  the other two as opposed to her.,,Warren-GEI.csv
29,1,30,Okay. So she hasn't been given the position yet?,Right.,,Warren-GEI.csv
30,1,31,"Right. Okay, I misunderstood. Yeah. Anything else good if it could go for you? Could come out of this , coming out of this right now?","I guess this is like a huge stretch. But since I have this calling to be a vessel of transformation, this could be a place where I could develop the capacity to forgive and it could tran slate into a healthy working relationship where I help her to support transformation because that division has a lot of impact statewide. They do a lot of grant writing and they do a lot of work with students. Yeah. So I could  12 become a vessel of transforma tion and support her in really making a difference statewide. And that was a stretch.",,Warren-GEI.csv
31,1,32,Fair enough.,That would require a lot of coaching from you Anne.,,Warren-GEI.csv
32,1,33,"Okay. So  we've covered a few stories and there's a theme around you're bringing value and being of value and being recognized for that in a healthy way, wherever you are. In order to be the vessel of transformation that you want to be. If you had a magic world, an d could truly be that in the world, what would that mean for you?",If I can be a vessel of transformation in the world?,,Warren-GEI.csv
33,1,34,Mm-hmm (affirmative).,"I will be traveling. I will be living a bi global lifestyle partly here and bringing transformation not only to the west but also to be able to go back and give back and support transformation there, especially in this time where people are struggling to make sense of life and make sense of the world. That I would be working with people wh o have a really hard time navigating cultural differences and that through dialogues and through collaborations and through relationship building, I get to grow as well as help others grow. I would gain a better sense of their perspective and why they stru ggle with differences, especially racial differences. But I also help them to expand their perspective, their worldview, and so that they can have a more meaningful and substantive experience with people who just look different. They can recognize the comm onalities that we have as humans while acknowledging the phenotypical differences.",,Warren-GEI.csv
34,2,1,WHAT IS THE SCARY PART FOR YOU IN THAT,"Well, currently it’s that I have no significant other, I have no primary relationship to sort of let myself get taken care of in that way, or at least on some level that food always did for me So I am letting go of an old coat that was vey containing and that nurturing in pathological ways, but, and sort of sitting here all nude and bare and little and not having anybody or anything right now to sort of grab onto when I’m feeling really scared or overwhelmed or sad or whatever I shouldn’t say I don’t have wonderful nurturing friends, but no significant other, so sort of letting myself sit with being an adult and all those childish, childhood feelings of fear that I am going to be attacked or hurt in whatever I think that it has come up around, I’m doing my internship at this year, so I am working with a lot of children who for the grace of God there went I And that’s brought up a lot of old triggers around what happens to people when there is inadequate nurturance or parenting in families and working with some pretty psychotic children, and so that has triggered all my own neediness and feelings of being unsafe, so it’s been helpful in its painfulness",,Interview-9-2014-POST-1.csv
35,2,2,"YOU WERE SAYING THERE WAS SOMETHING ABOUT SITTING THERE AND SITTING WITH THE FEELINGS WHEN YOU GO TO GET COMFORTABLE, BUT WHAT IS THAT LIKE WHEN YOU ARE SITTING THERE","Terrifying, it really is terrifying I go through feeling whether or not I can really do it Interview Please do not reproduce without permission and if I can’t manage it this time does that mean that I can hate myself and give myself a really hard time, or have I failed this particular time It means sitting with a lot of old feelings that come up and just how unsafe it is to sit with feelings that are overwhelming with no apparent way to sort of take care of myself, so it’s been very very hard What I’ve started doing is allowing myself to, this is on a deep level, but I sort of do it outside in the world, but really reaching out to other people when I am in pain and saying I really hurt right now, I really need some help, or sitting with myself and protecting myself even as specific as holding myself when I am crying and constantly processing it through my journal and sort of staying right with those feelings and watch what comes up and writing down and seeing where that takes me and working that right out",,Interview-9-2014-POST-1.csv
36,2,3,"CAN YOU SAY WHAT, IF YOU CAN REACH OUT TO THAT OTHER PERSON OR WHEN YOU ARE CONTENT WITH YOURSELF, WHAT THAT EXPERIENCE MEANS TO YOU","Well, it means really giving myself in life, making myself more whole Realizing that in fact I have everything I need right now and take good care of myself It’s a matter of resting and trusting that When I allow myself to sort of sit with my heart, when I can sort of connect with that and what I have and who I am, I am okay When I get real disconnected from that, and get real scattered and frightened and like an agitated two year old who doesn’t quite know where to go when there is no outward sort of soothing mechanism, just spins faster and faster until the kid sort of falls from exhaustion or whatever That’s what it sort of feels like when I’m not taking very good care of myself",,Interview-9-2014-POST-1.csv
37,2,4,"CAN YOU SAY WHAT IT IS WHEN YOU REACH OUT TO ANOTHER PERSON, WHAT IT IS THAT THAT PERSON CAN GIVE TO YOU","Validate my experience that it is okay to sit with those feelings, that we all have these feelings I don’t have to hide them or feel ashamed and try to push them away, that I can be soothed from another human being Human contact doesn’t really mean, on a very deep level, it doesn’t mean being feared, hurt or harmed",,Interview-9-2014-POST-1.csv
38,2,5,"YOU WERE SAYING BEFORE IT WAS HARD TO REACH OUT IS THAT BECAUSE IT FELT LIKE THAT DID MEAN FEAR, HURT AND HARM","Well, as a small child it certainly did And I realize that I built quite a little system all my life It’s almost like people came secondarily because I always had food If I was feeling something, then I’d eat And then I would sort of talk about what I was feeling, tentatively put it out or never really expected that people could, and never attempted to find out what I could gain soothing in any other kind of way, because I needed to sort of do it quickly and totally What I am understanding is that it doesn’t … it never did I am at a place now where I don’t even binge because it doesn’t help In fact, it just makes things worse and so over the last couple of months is I have allowed myself to sit with what it feels like not only to not want to binge, or not even binge, just reach to food automatically, to sort of contain whatever the feelings are, that I have had to find other ways to sort of take care of myself and part of it is just realizing that I can do it and yet other people can be helpful to me in that process So risking reaching out to really good friends who can sit there and say ‘Yeah’, I really hear what’s happening for you and it’s really hard Just sort of that kind of thing as Interview Please do not reproduce without permission opposed to in talking to someone and their talking about their struggles I might mention what I have been going through It is a little different to take the initiative and the responsibility and whatever, for my life and feelings and sort of say this is where I am and this is what I’m feeling Again, I always did it’s on a much more subtle level I have sort of taken it on and making a that I can look at it and deal with it That is probably still very vague",,Interview-9-2014-POST-1.csv
39,2,6,IT SOUNDS LIKE IT IS A RATHER DIFFICULT PLACE FOR SOMEONE BECAUSE IT IS JUST REACHING THE REALIZATION THAT SOMETHING YOU HAVE BEEN DOING FOR YEARS AND YEARS IS NOT MEETING WITH YOUR SENSE OF WHERE THAT WAS HAPPENING,"Yes, really, it just doesn’t do it And it’s brought up a lot of very bad feelings about why I had to do it and sort of where that all came from and of course it’s being even more triggered by working at the sort of neediness and protectiveness And I’ve been at once sort of moved by the enormous what this change means for me and it’s an enormous change to sort of, here are my old issues and now I would like to prove myself and… how I lived this and that, over the last couple of years, particularly the last year, I have moved farther and farther and farther from food is this all-encompassing way to live and how it pervaded every aspect of my life and how I thought I dealt with my experience and really moved away from that, so I don’t really have that to sort of hold onto anymore, so it is almost like being underground in a very deep level, because it’s like now can I really trust in who I am and that I Have everything I need and sort of take care of myself… and it’s been good because in letting go of that, I really wanted to have a relationship with someone Not needed, wanted I was really ready now to sort of bring who I am into a relationship with someone else So it’s been exciting as much as real scary",,Interview-9-2014-POST-1.csv
40,2,7,"IT SOUNDS LIKE YOU REALLY EMPHASIZED NOT NEEDED, WANTED",Right,,Interview-9-2014-POST-1.csv
41,2,8,WHY IS THAT,"Well, I don’t need someone to take care of me or validate me or soothe me, that part of letting go of food, it wasn’t really that I don’t need that, I have myself to do this and I have been doing it Really feeling solid, much more solid in abilities and concept of who I am and really now feeling lonely I don’t think I ever really felt lonely in the way that I am now because there was always food or there was always lamming on to Someone or people or something , in a very mushy kind of way and it’s really not what I am anymore Really feeling like I want someone in my life who can match all of who I am right now, someone to sort of be a partner with, be involved with, to share things with It’s so hard to describe",,Interview-9-2014-POST-1.csv
42,2,9,"WHEN YOU WERE TALKING ABOUT HOW YOU WANTED TO BE ABLE TO REACH OUT TO SOMEONE ELSE, BE ABLE TO IN SOME WAY TO VALIDATE YOU AND TO VALIDATE THAT EXPERIENCE IS THAT RELATED","Well, it is It feels a little different, though It’s like there is two levels One that people can be soothing to me and we all take care of each other as people and it’s like people do that and food doesn’t do that, on that sort of level The famous level, here Interview Please do not reproduce without permission Then there is the other component of knowing well, of course and in that, and in times and not feeling ungrounded I am talking mostly about times when I am ungrounded and scared and really very vulnerable, as opposed to, you know, well, I am out in the world and I am living my life and I am competent and whatever, whatever As part of that also is sort of wanting to be in a relationship with someone who can be with me as a person in a relationship and not sort of having to have someone validate my experience so totally that this clingy, gloomy place, but of course, when I get triggered from this old stuff, that will probably happen, but I know enough to sort that or look at it or say Oh, yeah Of course that is happening, blah, blah But generally, I am getting myself confused here I don’t know what else to say to describe what I am trying to say",,Interview-9-2014-POST-1.csv
43,2,10,MAYBE IF YOU DESCRIBE HOW IT IS YOU LIKE THIS OTHER PERSON TO SHARE IT WITH YOU,"Well, I’d like the other person to just be solid in who they are and bring that to who I am, solid in who I am And of course we have our old trigger points I guess that’s what I’m trying to differentiate Mine are this food thing here and of course, his would be someplace over here with whatever issues, but mostly just feeling like you have a handle on it I want to be in a relationship with someone who knows who they are, has a handle on their issues and gets a sense of knowing their trigger points, who is living in the world consciously I guess is what I’m trying to say, and in that sense, to validate who I am I think when you get to a certain point of a particular level of consciousness, it’s hard to find people who can match you in that Oftentimes people get very threatened by how you think or feel if they are not as aware or dealing with things on a particular issue to a particular level are still sort of ‘gunked’ up in some old stuff that they haven’t allowed themselves to look at and that sort of pervades through in a real unconscious way I don’t want that anymore That’s more clear I am wanting someone who is not threatened either by who I am and what my needs are or wants are in the world and who feels solid in their stuff and what they want for themselves and go about their life living and sort of bring that to a relationship Somebody who enjoys, who can enjoy and be humorous about their issues at the same point of knowing them and experiencing them",,Interview-9-2014-POST-1.csv
44,2,11,YOU WERE SAYING THAT WAS A DIFFERENT KIND OF,"I really feel that there is a way when I think about it, I told you last year I was married and living with someone for about eight years and that just ended, that relationship, last year, legally ended it anyway, and all my relationships prior to that, it feels like there was always a way in which I kept myself back That people really never knew or experienced all of who I was, in an intimate relationship because I always kept food between us Food was always something very important And that I never really let myself totally own my thoughts and feelings because I would always sort of cut the electricity off all the time, I would make it manageable, make whatever was going on manageable Part of this was because I had never allowed myself to really go back into what it was like to be a child in my family and be so overwhelmed or whatever and I knew at some point when I let go of food, it was like opening Pandora’s box, all these feelings that I was going to have to deal with so I always kept the lid on it, always",,Interview-9-2014-POST-1.csv
45,2,12,DO YOU HAVE A SENSE THAT YOU KNEW WHAT YOU WERE DOING,"Interview Please do not reproduce without permission Yes, and no I mean I get to the point where now I can’t even surprise myself that much I mean because I just can’t, even in my use of symbolism, which is a lot, I am always planning",,Interview-9-2014-POST-1.csv
46,2,13,"YOU KNOW ALL THE TRICKS, BY NOW",That’s right,,Interview-9-2014-POST-1.csv
47,2,14,"YOU WERE SAYING EARLIER, AND THIS MAY BE BRINGING BACK SOMETHING THAT I DIDN’T ASK ABOUT THEN, THAT YOU ARE SITTING THERE TRYING TO SIT WITH A FEELING AND WONDERING IF YOU ARE GOING TO BE ABLE TO DO THAT YOU ASK YOURSELF IF I CAN’T, AND IF YOU I DO GO FOR FOOD, AM I GOING TO BE ANGRY WITH MYSELF I AM GOING TO ASK MYSELF IS THIS SOMETHING I CAN’T EVER GO WITHOUT IT WHAT DOES THAT MEAN","Well, mostly what it means is really allowing myself to give myself room around my rigidity It’s all or nothing, but I really feel like I am now mediating a lot of middle ground, starting to live around things, it’s not all or nothing anymore And it’s like a hit to someplace else… Could you ask me the question again, because I just went over something",,Interview-9-2014-POST-1.csv
